2
	3	66	137	70
	3	66	139	70
	3	66	136	72
	3	66	138	72
	3	66	137	74
	3	66	139	74
	3	66	136	76
	3	66	138	76
	3	66	136	78
	3	66	138	78
	3	66	136	80
	3	66	138	80
	3	66	135	82
	3	66	137	82
	3	66	136	84
	3	66	138	84
	3	66	135	86
	3	66	137	86
	3	66	136	88
	3	66	138	88
	3	66	135	90
	3	66	137	90
	3	66	136	92
	3	66	138	92
	3	66	135	94
	3	66	137	94
	3	66	136	96
	3	66	138	96
	3	66	135	98
	3	66	137	98
	3	66	135	100
	3	66	137	100
	3	66	135	102
	3	66	137	102
	3	66	134	104
	3	66	136	104
	3	66	134	106
	3	66	136	106
	3	66	133	108
	3	66	135	108
	3	66	132	110
	3	66	134	110
	3	66	131	112
	3	66	133	112
	3	66	130	114
	3	66	132	114
	3	66	129	116
	3	66	131	116
	3	66	128	118
	3	66	130	118
	3	66	127	120
	3	66	129	120
	3	66	125	122
	3	66	127	122
	3	66	124	124
	3	66	126	124
	3	66	122	126
	3	66	124	126
	3	66	120	128
	3	66	122	128
	3	66	118	130
	3	66	120	130
	3	66	117	132
	3	66	119	132
	3	66	116	134
	3	66	118	134
	3	66	115	136
	3	66	117	136
	3	66	115	138
	3	66	117	138
	3	66	114	140
	3	66	116	140
	3	66	114	142
	3	66	116	142
	3	66	113	144
	3	66	115	144
	3	66	113	146
	3	66	115	146
	3	66	112	148
	3	66	114	148
	3	66	113	150
	3	66	115	150
	3	66	111	152
	3	66	113	152
	3	66	112	154
	3	66	114	154
	3	66	111	156
	3	66	113	156
	3	66	112	158
	3	66	114	158
	3	66	111	160
	3	66	113	160
	3	66	112	162
	3	66	114	162
	3	66	111	164
	3	66	113	164
	3	66	112	166
	3	66	114	166
	3	66	111	168
	3	66	113	168
	3	66	112	170
	3	66	114	170
	3	66	111	172
	3	66	113	172
	3	66	112	174
	3	66	114	174
	3	66	112	176
	3	66	114	176
	3	66	112	178
	3	66	114	178
end
