2
	3	68	94	16
	3	68	96	16
	3	68	94	18
	3	68	96	18
	3	68	94	20
	3	68	96	20
	3	68	94	22
	3	68	96	22
	3	68	94	24
	3	68	96	24
	3	68	93	27
	3	68	95	27
	3	68	93	29
	3	68	95	29
	3	68	93	31
	3	68	95	31
	3	68	93	33
	3	68	95	33
	3	68	93	35
	3	68	95	35
	3	68	93	37
	3	68	95	37
	3	68	93	39
	3	68	95	39
	3	68	93	41
	3	68	95	41
	3	68	93	43
	3	68	95	43
	3	68	93	45
	3	68	95	45
	3	68	92	47
	3	68	94	47
	3	68	92	49
	3	68	94	49
	3	68	91	51
	3	68	93	51
	3	68	90	53
	3	68	88	52
	3	68	88	54
	3	68	86	52
	3	68	86	54
	3	68	84	52
	3	68	84	54
	3	68	82	52
	3	68	82	54
	3	68	80	52
	3	68	80	54
	3	68	78	52
	3	68	78	54
	3	68	76	52
	3	68	76	54
	3	68	74	52
	3	68	74	54
	3	68	72	52
	3	68	72	54
	3	68	70	52
	3	68	70	54
	3	68	68	52
	3	68	68	54
	3	68	66	52
	3	68	66	54
	3	68	63	53
	3	68	61	55
	3	68	63	55
	3	68	61	57
	3	68	63	57
	3	68	61	59
	3	68	62	61
	3	68	61	62
	3	68	62	63
	3	68	61	64
	3	68	62	65
	3	68	61	66
	3	68	59	68
	3	68	61	68
	3	68	58	70
	3	68	60	70
	3	68	56	72
	3	68	58	72
	3	68	55	74
	3	68	57	74
	3	68	53	76
	3	68	55	76
	3	68	51	78
	3	68	53	78
	3	68	49	80
	3	68	51	80
	3	68	47	82
	3	68	49	82
	3	68	48	84
	3	68	46	84
	3	68	44	84
	3	68	42	84
	3	68	42	86
	3	68	44	86
	3	68	40	89
	3	68	42	89
	3	68	40	91
	3	68	42	91
	3	68	41	94
	3	68	42	96
	3	68	41	98
	3	68	42	100
	3	68	41	102
	3	68	41	105
	3	68	43	105
	3	68	41	107
	3	68	43	107
end
