//===================================================================================
// zGameServer
// ----------------------------------------------------------------------------------
// Description:	Ring attack configuration
// ----------------------------------------------------------------------------------
// Revision: 	3:53 16.02.2014
//===================================================================================

//=====================================
// Intervals (all values in minutes)
//=====================================
0
// ----------------------------------------------------------------------------------
//	Opening	Playing	Closing
// ----------------------------------------------------------------------------------
	1	10	9
end

//=====================================
// Monster move
//=====================================
1
// ----------------------------------------------------------------------------------
//	Random	RadMin	RadMax
// ----------------------------------------------------------------------------------
	15	3	6
end

//=====================================
// Monster data
//=====================================
2
// ----------------------------------------------------------------------------------
//	Monster	Regen	AgroMode
// ----------------------------------------------------------------------------------
	135	0	1
	136	0	1
	136	0	1
	136	0	1
	136	0	1
	136	0	1
	136	0	1
	136	0	1
	136	0	1
	136	0	1
	135	0	1
	136	0	1
	136	0	1
	136	0	1
	136	0	1
	136	0	1
	137	0	1
	137	0	1
	137	0	1
	137	0	1
	137	0	1
end


//=====================================
// Event timer (24 format)
//=====================================
3
// ----------------------------------------------------------------------------------
// 	Hour	Minute
// ----------------------------------------------------------------------------------
	0	0
	12	0
	7	50
end
