//===================================================================================
// zGameServer
// ----------------------------------------------------------------------------------
// Description: Special monster stat configuration (Doppelganger & Imperial Guardian)
// ----------------------------------------------------------------------------------
// Revision: 	8:11 10.03.2014
//===================================================================================

0
// -------------------------------------------------------------------------------------------------------------------------
// 	MinRes	MaxRes	MinLvl	MaxLvl	MonLvl	Life	Mana	MinDmg	MaxDmg	Defense	MagDef	DmgRate	DefenseRate
// -------------------------------------------------------------------------------------------------------------------------
	0	1000	0	10	45	10	0	3	3	3	0	5	5	
	0	1000	11	20	46	10	0	4	4	4	0	6	6	
	0	1000	21	30	47	20	0	5	5	4	0	6	6	
	0	1000	31	40	48	40	0	6	6	4	0	6	6	
	0	1000	41	50	49	50	0	7	7	5	0	7	7	
	0	1000	51	60	50	50	0	8	8	5	0	7	7	
	0	1000	61	70	51	50	0	9	9	5	0	7	7	
	0	1000	71	80	52	60	0	10	10	6	0	7	7	
	0	1000	81	90	53	60	0	11	11	6	0	7	7	
	0	1000	91	100	54	70	0	12	12	6	0	8	8	
	0	1000	101	110	55	70	0	13	13	7	0	8	8	
	0	1000	111	120	56	70	0	14	14	7	0	8	8	
	0	1000	121	130	57	80	0	15	15	7	0	8	8	
	0	1000	131	140	58	80	0	16	16	8	0	8	8	
	0	1000	141	150	59	90	0	17	17	8	0	9	9	
	0	1000	151	160	60	90	0	18	18	8	0	9	9	
	0	1000	161	170	61	90	0	19	19	9	0	9	9	
	0	1000	171	180	62	90	0	20	20	9	0	9	9	
	0	1000	181	190	63	100	0	21	21	9	0	9	9	
	0	1000	191	200	64	500	0	22	22	10	0	10	10	
	0	1000	201	210	66	600	0	23	23	10	0	10	10	
	0	1000	211	220	68	600	0	24	24	11	0	11	11	
	0	1000	221	230	70	700	0	25	25	11	0	11	11	
	0	1000	231	240	72	700	0	26	26	12	0	12	12	
	0	1000	241	250	74	800	0	27	27	12	0	12	12	
	0	1000	251	260	76	800	0	28	28	13	0	13	13	
	0	1000	261	270	78	900	0	29	29	13	0	13	13	
	0	1000	271	280	80	900	0	30	30	14	0	14	14	
	0	1000	281	290	82	900	0	31	31	14	0	14	14	
	0	1000	291	300	85	1000	0	32	32	15	0	15	15	
	0	1000	301	310	87	1100	0	33	33	16	0	15	15	
	0	1000	311	320	89	1200	0	34	34	17	0	16	16	
	0	1000	321	330	91	1300	0	35	35	18	0	16	16	
	0	1000	331	340	93	1400	0	36	36	19	0	17	17	
	0	1000	341	350	95	1500	0	37	37	20	0	17	17	
	0	1000	351	360	97	1500	0	38	38	21	0	18	18	
	0	1000	361	370	99	1550	0	39	39	22	0	18	18	
	0	1000	371	380	101	1600	0	40	40	23	0	19	19	
	0	1000	381	390	103	1700	0	41	41	24	0	19	19	
	0	1000	391	400	105	1800	0	42	42	25	0	20	20	
	0	1000	401	410	107	1810	0	42	42	26	0	20	20	
	0	1000	411	420	109	1820	0	43	43	27	0	21	21	
	0	1000	421	430	111	1830	0	43	43	28	0	21	21	
	0	1000	431	440	113	1840	0	44	44	29	0	22	22	
	0	1000	441	450	115	1850	0	44	44	30	0	22	22	
	0	1000	451	460	117	1860	0	45	45	31	0	23	23	
	0	1000	461	470	119	1870	0	45	45	32	0	23	23	
	0	1000	471	480	121	1880	0	46	46	33	0	24	24	
	0	1000	481	490	123	1890	0	46	46	34	0	24	24	
	0	1000	491	500	125	1900	0	47	47	35	0	25	25	
	0	1000	501	510	127	1910	0	48	48	36	0	25	25	
	0	1000	511	520	129	1920	0	48	48	37	0	26	26	
	0	1000	521	530	131	1930	0	49	49	38	0	26	26	
	0	1000	531	540	133	1940	0	49	49	39	0	27	27	
	0	1000	541	550	135	1950	0	50	50	40	0	27	27	
	0	1000	551	560	137	1960	0	50	50	41	0	28	28	
	0	1000	561	570	139	1970	0	51	51	42	0	28	28	
	0	1000	571	580	141	1980	0	51	51	43	0	29	29	
	0	1000	581	590	143	1990	0	52	52	44	0	29	29	
	0	1000	591	600	145	2000	0	53	53	45	0	30	30	
	0	1000	601	610	146	2010	0	53	53	46	0	30	30	
	0	1000	611	620	146	2020	0	53	53	46	0	30	30	
	0	1000	621	630	147	2030	0	53	53	47	0	31	31	
	0	1000	631	640	147	2040	0	53	53	47	0	31	31	
	0	1000	641	650	148	2050	0	54	54	48	0	32	32	
	0	1000	651	660	148	2060	0	54	54	48	0	32	32	
	0	1000	661	670	149	2070	0	54	54	49	0	33	33	
	0	1000	671	680	149	2080	0	54	54	49	0	33	33	
	0	1000	681	690	150	2090	0	54	54	50	0	34	34	
	0	1000	691	700	150	2100	0	55	55	50	0	34	34	
	0	1000	701	710	151	2110	0	55	55	51	0	35	35	
	0	1000	711	720	151	2120	0	55	55	51	0	35	35	
	0	1000	721	730	152	2130	0	55	55	52	0	36	36	
	0	1000	731	740	152	2140	0	55	55	52	0	36	36	
	0	1000	741	750	153	2150	0	56	56	53	0	37	37	
	0	1000	751	760	153	2160	0	56	56	53	0	37	37	
	0	1000	761	770	153	2170	0	56	56	54	0	38	38	
	0	1000	771	780	154	2180	0	56	56	54	0	38	38	
	0	1000	781	790	154	2190	0	56	56	55	0	39	39	
	0	1000	791	800	154	2200	0	57	57	55	0	39	39
end
